estado,unidade,tipo_unidade,unidade_original,poblacion,tamano,medios_total,medios_urbanos,medios_rurales,medios_plurales,categoria_preliminar,filtro_bosque_pct,categoria_definitiva,_status,level_1_code,level_2_code
Mérida,Guaraque (Guaraque),municipio,Mérida - Guaraque (Guaraque),9023,Localidad pequeña,14,10.0,9.0,2.0,Desierto,,Desierto,ok,VE14,VE1409
Mérida,Libertador,municipio,Mérida - Libertador,249831,Localidad grande,28,26.0,15.0,6.0,Semidesierto,,Semidesierto,ok,VE14,VE1412
Mérida,Miranda (Timotes),municipio,Mérida - Miranda (Timotes),22664,Localidad pequeña,16,13.0,7.0,2.0,Desierto,,Desierto,ok,VE14,VE1413
Mérida,Noguera (Santa María de Caparo),municipio,Mérida - Noguera (Santa María de Caparo),3207,Localidad pequeña,8,6.0,5.0,1.0,Desierto,,Desierto,ok,VE14,VE1415
Mérida,Parra Olmedo (Tucaní),municipio,Mérida - Parra Olmedo (Tucaní),27767,Localidad mediana,14,12.0,9.0,2.0,Desierto,,Desierto,ok,VE14,VE1407
Mérida,Pinto Salinas (Santa Cruz de Mora),municipio,Mérida - Pinto Salinas (Santa Cruz de Mora),24188,Localidad pequeña,17,17.0,11.0,2.0,Desierto,,Desierto,ok,VE14,VE1403
Mérida,Pueblo Llano (Pueblo Llano),municipio,Mérida - Pueblo Llano (Pueblo Llano),10885,Localidad pequeña,13,11.0,6.0,1.0,Desierto,,Desierto,ok,VE14,VE1416
Mérida,Quintero (Santo Domingo),municipio,Mérida - Quintero (Santo Domingo),9539,Localidad pequeña,16,15.0,7.0,3.0,Desierto,,Desierto,ok,VE14,VE1408
Mérida,Rangel (Mucuchíes),municipio,Mérida - Rangel (Mucuchíes),19378,Localidad pequeña,18,16.0,9.0,4.0,Semidesierto,,Semidesierto,ok,VE14,VE1417
Mérida,Ramos de Lora (Santa Elena de Arenales),municipio,Mérida - Ramos de Lora (Santa Elena de Arenales),24804,Localidad pequeña,15,14.0,7.0,3.0,Desierto,,Desierto,ok,VE14,VE1414
Mérida,Salas (Arapuey),municipio,Mérida - Salas (Arapuey),14500,Localidad pequeña,11,8.0,6.0,1.0,Desierto,,Desierto,ok,VE14,VE1410
Mérida,Marquina (Tabay),municipio,Mérida - Marquina (Tabay),19656,Localidad pequeña,22,22.0,7.0,4.0,Semidesierto,,Semidesierto,ok,VE14,VE1419
Mérida,Sucre (Lagunillas),municipio,Mérida - Sucre (Lagunillas),59213,Localidad mediana,22,21.0,10.0,5.0,Semidesierto,,Semidesierto,ok,VE14,VE1420
Mérida,Tovar,municipio,Mérida -Tovar,37827,Localidad mediana,24,23.0,10.0,4.0,Desierto,,Desierto,ok,VE14,VE1421
Mérida,Zea,municipio,Mérida - Zea,11277,Localidad pequeña,21,21.0,10.0,3.0,Desierto,,Desierto,ok,VE14,VE1423
Miranda,Acevedo (Caucagua),municipio,Miranda - Acevedo (Caucagua),89219,Localidad mediana,6,5.0,4.0,3.0,Desierto,,Desierto,ok,VE15,VE1501
Miranda,Andrés Bello (San José de Barlovento),municipio,Miranda - Andrés Bello (San José de Barlovento),21159,Localidad pequeña,4,4.0,2.0,2.0,Desierto,,Desierto,ok,VE15,VE1502
Miranda,Baruta,municipio,Miranda - Baruta,337230,Localidad grande,11,11.0,3.0,5.0,Desierto,,Desierto,ok,VE15,VE1503
Miranda,Brión (Higuerote),municipio,Miranda - Brión (Higuerote),62490,Localidad mediana,8,7.0,4.0,3.0,Desierto,,Desierto,ok,VE15,VE1504
Miranda,Buroz (Mamporal),municipio,Miranda - Buroz (Mamporal),27627,Localidad mediana,6,6.0,3.0,1.0,Desierto,,Desierto,ok,VE15,VE1505
Miranda,Carrizal,municipio,Miranda - Carrizal,52555,Localidad mediana,20,18.0,9.0,6.0,Semibosque,,Semibosque,ok,VE15,VE1506
Miranda,Chacao,municipio,Miranda - Chacao,71473,Localidad mediana,15,15.0,2.0,5.0,Semidesierto,,Semidesierto,ok,VE15,VE1507
Miranda,Cristóbal Rojas (Charallave),municipio,Miranda - Cristóbal Rojas (Charallave),131464,Localidad grande,14,14.0,7.0,3.0,Desierto,,Desierto,ok,VE15,VE1508
Miranda,El Hatillo,municipio,Miranda - El Hatillo,83950,Localidad mediana,12,11.0,3.0,5.0,Semidesierto,,Semidesierto,ok,VE15,VE1509
Miranda,Guaicaipuro (Los Teques),municipio,Miranda - Guaicaipuro (Los Teques),269828,Localidad grande,22,22.0,8.0,8.0,Posible bosque,,Semibosque,ok,VE15,VE1510
Miranda,Independencia (Santa Teresa del Tuy),municipio,Miranda - Independencia (Santa Teresa del Tuy),147656,Localidad grande,15,15.0,9.0,3.0,Desierto,,Desierto,ok,VE15,VE1511
Miranda,Lander (Ocumare del Tuy),municipio,Miranda - Lander (Ocumare del Tuy),159110,Localidad grande,16,16.0,9.0,3.0,Desierto,,Desierto,ok,VE15,VE1512
Miranda,Los Salias (San Antonio de los Altos),municipio,Miranda - Los Salias (San Antonio de los Altos),70620,Localidad mediana,21,21.0,10.0,7.0,Posible bosque,,Semibosque,ok,VE15,VE1513
Miranda,Páez (Río Chico),municipio,Miranda - Páez (Río Chico),39021,Localidad mediana,6,6.0,3.0,2.0,Desierto,,Desierto,ok,VE15,VE1514
Miranda,Paz Castillo (Santa Lucía),municipio,Miranda - Paz Castillo (Santa Lucía),115460,Localidad grande,13,13.0,8.0,3.0,Desierto,,Desierto,ok,VE15,VE1515
Miranda,Pedro Gual (Cúpira),municipio,Miranda - Pedro Gual (Cúpira),22117,Localidad pequeña,6,6.0,3.0,1.0,Desierto,,Desierto,ok,VE15,VE1516
Miranda,Plaza (Guarenas),municipio,Miranda - Plaza (Guarenas),222074,Localidad grande,12,12.0,5.0,2.0,Desierto,,Desierto,ok,VE15,VE1517
Miranda,Simón Bolívar (San Francisco de Yare),municipio,Miranda - Simón Bolívar (San Francisco de Yare),44847,Localidad mediana,13,13.0,9.0,3.0,Desierto,,Desierto,ok,VE15,VE1518
Miranda,Sucre (Petare),municipio,Miranda - Sucre (Petare),641570,Localidad grande,13,12.0,4.0,6.0,Semidesierto,,Semidesierto,ok,VE15,VE1519
Miranda,Urdaneta (Cúa),municipio,Miranda - Urdaneta (Cúa),155930,Localidad grande,16,15.0,12.0,4.0,Desierto,,Desierto,ok,VE15,VE1520
Miranda,Zamora (Guatire),municipio,Miranda - Zamora (Guatire),203416,Localidad grande,12,12.0,5.0,2.0,Desierto,,Desierto,ok,VE15,VE1521
Monagas,Acosta (San Antonio de Capayacuar),municipio,Monagas - Acosta (San Antonio de Capayacuar),17972,Localidad pequeña,8,7.0,6.0,1.0,Desierto,,Desierto,ok,VE16,VE1601
Monagas,Aguasay,municipio,Monagas - Aguasay,11999,Localidad pequeña,5,5.0,1.0,1.0,Desierto,,Desierto,ok,VE16,VE1602
Monagas,Bolívar (Caripito),municipio,Monagas - Bolívar (Caripito),39209,Localidad mediana,8,8.0,1.0,1.0,Desierto,,Desierto,ok,VE16,VE1603
Monagas,Caripe,municipio,Monagas - Caripe,34813,Localidad mediana,9,9.0,1.0,2.0,Desierto,,Desierto,ok,VE16,VE1604
Monagas,Cedeño (Caicara de Maturín),municipio,Monagas - Cedeño (Caicara de Maturín),36107,Localidad mediana,7,7.0,2.0,1.0,Desierto,,Desierto,ok,VE16,VE1605
Monagas,Libertador (Temblador),municipio,Monagas - Libertador (Temblador),45049,Localidad mediana,8,7.0,2.0,,Desierto,,Desierto,ok,VE16,VE1607
Monagas,Maturín,municipio,Monagas - Maturín,562677,Localidad grande,12,12.0,8.0,4.0,Desierto,,Desierto,ok,VE16,VE1608
Monagas,Piar (Aragua de Maturín),municipio,Monagas - Piar (Aragua de Maturín),46141,Localidad mediana,8,7.0,4.0,2.0,Desierto,,Desierto,ok,VE16,VE1609
Monagas,Punceres (Quiriquire),municipio,Monagas - Punceres (Quiriquire),27714,Localidad mediana,7,5.0,3.0,,Desierto,,Desierto,ok,VE16,VE1610
Monagas,Santa Bárbara,municipio,Monagas - Santa Bárbara,9797,Localidad pequeña,6,6.0,1.0,1.0,Desierto,,Desierto,ok,VE16,VE1611
Monagas,Sotillo (Barrancas del Orinoco),municipio,Monagas - Sotillo (Barrancas del Orinoco),24168,Localidad pequeña,9,8.0,4.0,1.0,Desierto,,Desierto,ok,VE16,VE1612
Monagas,Uracoa,municipio,Monagas - Uracoa,9514,Localidad pequeña,6,5.0,3.0,1.0,Desierto,,Desierto,ok,VE16,VE1613
Monagas,Zamora (Punta de Mata),municipio,Monagas - Zamora (Punta de Mata),65951,Localidad mediana,10,10.0,2.0,3.0,Desierto,,Desierto,ok,VE16,VE1606
Nueva Esparta,Antolín del Campo (La Plaza de Paraguachí),municipio,Nueva Esparta - Antolín del Campo (La Plaza de Paraguachí),32147,Localidad mediana,8,6.0,7.0,2.0,Desierto,,Desierto,ok,VE17,VE1701
Nueva Esparta,Arismendi (La Asunción),municipio,Nueva Esparta - Arismendi (La Asunción),32950,Localidad mediana,10,10.0,6.0,1.0,Desierto,,Desierto,ok,VE17,VE1702
Nueva Esparta,Díaz (San Juan Bautista),municipio,Nueva Esparta - Díaz (San Juan Bautista),81437,Localidad mediana,6,5.0,5.0,2.0,Desierto,,Desierto,ok,VE17,VE1703
Nueva Esparta,García (El Valle del Espíritu Santo),municipio,Nueva Esparta - García (El Valle del Espíritu Santo),77614,Localidad mediana,7,5.0,5.0,1.0,Desierto,,Desierto,ok,VE17,VE1704
Nueva Esparta,Gómez (Santa Ana),municipio,Nueva Esparta - Gómez (Santa Ana),46933,Localidad mediana,6,5.0,4.0,2.0,Desierto,,Desierto,ok,VE17,VE1705
Nueva Esparta,Maneiro (Pampatar),municipio,Nueva Esparta - Maneiro (Pampatar),58556,Localidad mediana,10,10.0,5.0,1.0,Desierto,,Desierto,ok,VE17,VE1706
Nueva Esparta,Marcano (Juan Griego),municipio,Nueva Esparta - Marcano (Juan Griego),41537,Localidad mediana,8,6.0,6.0,1.0,Desierto,,Desierto,ok,VE17,VE1707
Nueva Esparta,Mariño (Porlamar),municipio,Nueva Esparta - Mariño (Porlamar),117183,Localidad grande,10,10.0,5.0,1.0,Desierto,,Desierto,ok,VE17,VE1708
Nueva Esparta,Península de Macanao (Boca de Río),municipio,Nueva Esparta - Península de Macanao (Boca de Río),30094,Localidad mediana,5,4.0,4.0,2.0,Desierto,,Desierto,ok,VE17,VE1709
Nueva Esparta,Tubores (Punta de Piedras),municipio,Nueva Esparta - Tubores (Punta de Piedras),42180,Localidad mediana,5,5.0,4.0,2.0,Desierto,,Desierto,ok,VE17,VE1710
Nueva Esparta,Villalba (San Pedro de Coche),municipio,Nueva Esparta - Villalba (San Pedro de Coche),10281,Localidad pequeña,4,4.0,2.0,2.0,Desierto,,Desierto,ok,VE17,VE1711
Portuguesa,Agua Blanca,municipio,Portuguesa - Agua Blanca,21300,Localidad pequeña,15,12.0,11.0,1.0,Desierto,,Desierto,ok,VE18,VE1801
Portuguesa,Araure,municipio,Portuguesa - Araure,172372,Localidad grande,22,22.0,14.0,3.0,Desierto,,Desierto,ok,VE18,VE1802
Portuguesa,Esteller (Píritu),municipio,Portuguesa - Esteller (Píritu),45254,Localidad mediana,14,12.0,9.0,1.0,Desierto,,Desierto,ok,VE18,VE1803
Portuguesa,Guanare,municipio,Portuguesa - Guanare,205081,Localidad grande,22,22.0,12.0,3.0,Desierto,,Desierto,ok,VE18,VE1804
Portuguesa,Guanarito,municipio,Portuguesa - Guanarito,38397,Localidad mediana,12,9.0,9.0,1.0,Desierto,,Desierto,ok,VE18,VE1805
Portuguesa,Monseñor José Vicenti de Unda (Chabasquén de Unda),municipio,Portuguesa - Monseñor José Vicenti de Unda (Chabasquén de Unda),24232,Localidad pequeña,10,8.0,9.0,1.0,Desierto,,Desierto,ok,VE18,VE1806
Portuguesa,Ospino,municipio,Portuguesa - Ospino,49795,Localidad mediana,18,17.0,10.0,3.0,Desierto,,Desierto,ok,VE18,VE1807
Portuguesa,Páez (Acarigua),municipio,Portuguesa - Páez (Acarigua),187727,Localidad grande,22,22.0,14.0,3.0,Desierto,,Desierto,ok,VE18,VE1808
Portuguesa,Papelón,municipio,Portuguesa - Papelón,16995,Localidad pequeña,12,8.0,11.0,1.0,Desierto,,Desierto,ok,VE18,VE1809
Portuguesa,San Genaro de Boconoíto (Boconoíto),municipio,Portuguesa - San Genaro de Boconoíto (Boconoíto),23872,Localidad pequeña,10,9.0,9.0,1.0,Desierto,,Desierto,ok,VE18,VE1810
Portuguesa,San Rafael de Onoto,municipio,Portuguesa - San Rafael de Onoto,18908,Localidad pequeña,11,10.0,9.0,2.0,Desierto,,Desierto,ok,VE18,VE1811
Portuguesa,Santa Rosalía (El Playón),municipio,Portuguesa - Santa Rosalía (El Playón),17885,Localidad pequeña,10,8.0,9.0,2.0,Desierto,,Desierto,ok,VE18,VE1812
Portuguesa,Sucre (Biscucuy),municipio,Portuguesa - Sucre (Biscucuy),42501,Localidad mediana,12,11.0,9.0,1.0,Desierto,,Desierto,ok,VE18,VE1813
Portuguesa,Turén (Villa Bruzual),municipio,Portuguesa - Turén (Villa Bruzual),65928,Localidad mediana,15,14.0,9.0,2.0,Desierto,,Desierto,ok,VE18,VE1814
Sucre,Andrés Eloy Blanco (Casanay),municipio,Sucre - Andrés Eloy Blanco (Casanay),28337,Localidad mediana,4,3.0,3.0,1.0,Desierto,,Desierto,ok,VE19,VE1901
Sucre,Andrés Mata (San José de Aerocuar),municipio,Sucre - Andrés Mata (San José de Aerocuar),21211,Localidad pequeña,4,4.0,3.0,1.0,Desierto,,Desierto,ok,VE19,VE1902
Sucre,Arismendi (Río Caribe),municipio,Sucre - Arismendi (Río Caribe),50589,Localidad mediana,5,5.0,3.0,2.0,Desierto,,Desierto,ok,VE19,VE1903
Sucre,Benítez (El Pilar),municipio,Sucre - Benítez (El Pilar),33449,Localidad mediana,2,2.0,1.0,1.0,Desierto,,Desierto,ok,VE19,VE1904
Sucre,Bermúdez (Carúpano),municipio,Sucre - Bermúdez (Carúpano),149120,Localidad grande,5,5.0,5.0,2.0,Desierto,,Desierto,ok,VE19,VE1905
Sucre,Bolívar (Marigüitar),municipio,Sucre - Bolívar (Marigüitar),23642,Localidad pequeña,3,3.0,1.0,1.0,Desierto,,Desierto,ok,VE19,VE1906
Sucre,Cajigal (Yaguaraparo),municipio,Sucre - Cajigal (Yaguaraparo),22706,Localidad pequeña,3,3.0,1.0,2.0,Desierto,,Desierto,ok,VE19,VE1907
Sucre,Cruz Salmerón Acosta (Araya),municipio,Sucre - Cruz Salmerón Acosta (Araya),37770,Localidad mediana,4,4.0,3.0,1.0,Desierto,,Desierto,ok,VE19,VE1908
Sucre,Libertador (Tunapuy),municipio,Sucre - Libertador (Tunapuy),10281,Localidad pequeña,1,1.0,1.0,,Desierto,,Desierto,ok,VE19,VE1909
Sucre,Mariño (Irapa).,municipio,Sucre - Mariño (Irapa).,25845,Localidad mediana,2,2.0,2.0,,Desierto,,Desierto,ok,VE19,VE1910
Sucre,Mejía (San Antonio del Golfo),municipio,Sucre - Mejía (San Antonio del Golfo),15101,Localidad pequeña,3,3.0,2.0,1.0,Desierto,,Desierto,ok,VE19,VE1911
Sucre,Montes (Cumanacoa),municipio,Sucre - Montes (Cumanacoa),57312,Localidad mediana,5,5.0,4.0,1.0,Desierto,,Desierto,ok,VE19,VE1912
Sucre,Ribero (Cariaco),municipio,Sucre - Ribero (Cariaco),65054,Localidad mediana,4,4.0,4.0,1.0,Desierto,,Desierto,ok,VE19,VE1913
Sucre,Sucre (Cumaná),municipio,Sucre - Sucre (Cumaná),402649,Localidad grande,6,6.0,4.0,2.0,Desierto,,Desierto,ok,VE19,VE1914
Sucre,Valdez (Güiria),municipio,Sucre - Valdez (Güiria),44077,Localidad mediana,3,3.0,1.0,1.0,Desierto,,Desierto,ok,VE19,VE1915
Táchira,Andrés Bello (Cordero),municipio,Táchira - Andrés Bello (Cordero),17464,Localidad pequeña,7,7.0,3.0,,Desierto,,Desierto,ok,VE20,VE2001
Táchira,Antonio Rómulo Costa (Las Mesas),municipio,Táchira - Antonio Rómulo Costa (Las Mesas),8992,Localidad pequeña,8,8.0,5.0,,Desierto,,Desierto,ok,VE20,VE2002
Táchira,Ayacucho (Colón),municipio,Táchira - Ayacucho (Colón),49810,Localidad mediana,13,12.0,8.0,2.0,Desierto,,Desierto,ok,VE20,VE2003
Táchira,Bolívar (San Antonio del Táchira),municipio,Táchira - Bolívar (San Antonio del Táchira),52935,Localidad mediana,9,9.0,3.0,1.0,Desierto,,Desierto,ok,VE20,VE2004
Táchira,Cárdenas (Táriba),municipio,Táchira - Cárdenas (Táriba),110318,Localidad grande,11,11.0,3.0,1.0,Desierto,,Desierto,ok,VE20,VE2005
Táchira,Córdoba (Santa Ana de Táchira),municipio,Táchira - Córdoba (Santa Ana de Táchira),28235,Localidad mediana,8,8.0,3.0,,Desierto,,Desierto,ok,VE20,VE2006
Táchira,Fernández Feo (San Rafael del Piñal),municipio,Táchira - Fernández Feo (San Rafael del Piñal),38947,Localidad mediana,5,5.0,2.0,1.0,Desierto,,Desierto,ok,VE20,VE2007
Táchira,Francisco de Miranda (San José de Bolívar),municipio,Táchira - Francisco de Miranda (San José de Bolívar),3475,Localidad pequeña,9,7.0,7.0,,Desierto,,Desierto,ok,VE20,VE2008
Táchira,García de Hevia (La Fría),municipio,Táchira - García de Hevia (La Fría),41748,Localidad mediana,10,8.0,6.0,1.0,Desierto,,Desierto,ok,VE20,VE2009
Táchira,Guásimos (Palmira),municipio,Táchira - Guásimos (Palmira),38325,Localidad mediana,9,8.0,4.0,1.0,Desierto,,Desierto,ok,VE20,VE2010
Táchira,Independencia (Capacho Nuevo),municipio,Táchira - Independencia (Capacho Nuevo),32009,Localidad mediana,9,8.0,4.0,,Desierto,,Desierto,ok,VE20,VE2011
Táchira,Jáuregui (La Grita),municipio,Táchira - Jáuregui (La Grita),35659,Localidad mediana,13,13.0,9.0,1.0,Desierto,,Desierto,ok,VE20,VE2012
Táchira,José María Vargas (El Cobre),municipio,Táchira - José María Vargas (El Cobre),8660,Localidad pequeña,10,10.0,8.0,,Desierto,,Desierto,ok,VE20,VE2013
Táchira,Junín (Rubio),municipio,Táchira - Junín (Rubio),74267,Localidad mediana,13,13.0,8.0,2.0,Desierto,,Desierto,ok,VE20,VE2014
Táchira,San Judas Tadeo (Umuquena),municipio,Táchira - San Judas Tadeo (Umuquena),6369,Localidad pequeña,8,8.0,5.0,,Desierto,,Desierto,ok,VE20,VE2029
Táchira,Libertad (Capacho Viejo),municipio,Táchira - Libertad (Capacho Viejo),23542,Localidad pequeña,10,10.0,3.0,,Desierto,,Desierto,ok,VE20,VE2015
Táchira,Libertador (Abejales),municipio,Táchira - Libertador (Abejales),18880,Localidad pequeña,4,4.0,1.0,,Desierto,,Desierto,ok,VE20,VE2016
Táchira,Lobatera,municipio,Táchira - Lobatera,11179,Localidad pequeña,7,6.0,5.0,2.0,Desierto,,Desierto,ok,VE20,VE2017
Táchira,Michelena,municipio,Táchira - Michelena,16361,Localidad pequeña,9,8.0,6.0,2.0,Desierto,,Desierto,ok,VE20,VE2018
Táchira,Panamericano (Coloncito),municipio,Táchira - Panamericano (Coloncito),27188,Localidad mediana,7,6.0,6.0,1.0,Desierto,,Desierto,ok,VE20,VE2019
Táchira,Pedro María Ureña (Ureña),municipio,Táchira - Pedro María Ureña (Ureña),45026,Localidad mediana,9,9.0,3.0,1.0,Desierto,,Desierto,ok,VE20,VE2020
Táchira,Rafael Urdaneta (Delicias),municipio,Táchira - Rafael Urdaneta (Delicias),4986,Localidad pequeña,6,5.0,3.0,,Desierto,,Desierto,ok,VE20,VE2021
Táchira,Samuel Dario Maldonado (La Tendida),municipio,Táchira - Samuel Dario Maldonado (La Tendida),15875,Localidad pequeña,6,5.0,3.0,1.0,Desierto,,Desierto,ok,VE20,VE2022
Táchira,San Cristóbal,municipio,Táchira - San Cristóbal,231079,Localidad grande,15,14.0,11.0,2.0,Desierto,,Desierto,ok,VE20,VE2023
Táchira,Seboruco,municipio,Táchira - Seboruco,16297,Localidad pequeña,9,8.0,7.0,,Desierto,,Desierto,ok,VE20,VE2024
Táchira,Simón Rodríguez (San Simon),municipio,Táchira - Simón Rodríguez (San Simon),2125,Localidad pequeña,2,2.0,1.0,,Desierto,,Desierto,ok,VE20,VE2025
Táchira,Sucre (Queniquea),municipio,Táchira - Sucre (Queniquea),6331,Localidad pequeña,7,7.0,4.0,,Desierto,,Desierto,ok,VE20,VE2026
Táchira,Torbes (San Josecito),municipio,Táchira - Torbes (San Josecito),43559,Localidad mediana,10,10.0,3.0,1.0,Desierto,,Desierto,ok,VE20,VE2027
Táchira,Uribante (Pregonero),municipio,Táchira - Uribante (Pregonero),17219,Localidad pequeña,5,4.0,3.0,,Desierto,,Desierto,ok,VE20,VE2028
Zulia,Bolívar (Tía Juana),municipio,Zulia - Bolívar (Tía Juana),44094,Localidad mediana,23,21.0,13.0,7.0,Posible bosque,,Semibosque,ok,VE23,VE2319
Zulia,Baralt (San Timoteo),municipio,Zulia - Baralt (San Timoteo),92904,Localidad mediana,18,16.0,11.0,3.0,Desierto,,Desierto,ok,VE23,VE2302
Zulia,Cabimas,municipio,Zulia - Cabimas,274088,Localidad grande,39,39.0,20.0,11.0,Posible bosque,,Semibosque,ok,VE23,VE2303
Zulia,Catatumbo (Encontrados),municipio,Zulia - Catatumbo (Encontrados),41326,Localidad mediana,16,13.0,11.0,4.0,Desierto,,Desierto,ok,VE23,VE2304
Zulia,Colón (San Carlos del Zulia),municipio,Zulia - Colón (San Carlos del Zulia),127440,Localidad grande,12,11.0,6.0,2.0,Desierto,,Desierto,ok,VE23,VE2305
Zulia,Guajira (Sinamaica),municipio,Zulia - Guajira (Sinamaica),67194,Localidad mediana,24,18.0,17.0,6.0,Semibosque,,Semibosque,ok,VE23,VE2315
Zulia,Padilla (El Toro),municipio,Zulia - Padilla (El Toro),12594,Localidad pequeña,10,8.0,7.0,2.0,Desierto,,Desierto,ok,VE23,VE2301
Zulia,Pulgar (Pueblo Nuevo-El Chivo),municipio,Zulia - Pulgar (Pueblo Nuevo-El Chivo),33351,Localidad mediana,10,9.0,6.0,2.0,Desierto,,Desierto,ok,VE23,VE2306
Zulia,Lossada (La Concepción),municipio,Zulia - Lossada (La Concepción),118919,Localidad grande,21,19.0,10.0,6.0,Semidesierto,,Semidesierto,ok,VE23,VE2307
Zulia,Semprún (Casigua El Cubo),municipio,Zulia - Semprún (Casigua El Cubo),30216,Localidad mediana,10,10.0,7.0,0.0,Desierto,,Desierto,ok,VE23,VE2308
Zulia,La Cañada de Urdaneta (Concepción),municipio,Zulia - La Cañada de Urdaneta (Concepción),83543,Localidad mediana,20,19.0,9.0,6.0,Semibosque,,Semibosque,ok,VE23,VE2309
Zulia,Lagunillas (Ciudad Ojeda),municipio,Zulia - Lagunillas (Ciudad Ojeda),200092,Localidad grande,35,35.0,22.0,12.0,Posible bosque,,Semibosque,ok,VE23,VE2310
Zulia,Machiques,municipio,Zulia - Machiques,124492,Localidad grande,28,28.0,15.0,8.0,Posible bosque,,Semibosque,ok,VE23,VE2311
Zulia,Mara (San Rafael del Moján),municipio,Zulia - Mara (San Rafael del Moján),202242,Localidad grande,14,10.0,9.0,5.0,Desierto,,Desierto,ok,VE23,VE2312
Zulia,Maracaibo,municipio,Zulia - Maracaibo,1560837,Localidad grande,51,51.0,30.0,17.0,Posible bosque,,Semibosque,ok,VE23,VE2313
Zulia,Miranda (Los Puertos de Altagracia),municipio,Zulia - Miranda (Los Puertos de Altagracia),99681,Localidad mediana,26,26.0,14.0,9.0,Posible bosque,,Semibosque,ok,VE23,VE2314
Zulia,Rosario (La Villa del Rosario),municipio,Zulia - Rosario (La Villa del Rosario),86983,Localidad mediana,24,23.0,13.0,7.0,Posible bosque,,Semibosque,ok,VE23,VE2316
Zulia,San Francisco,municipio,Zulia - San Francisco,462417,Localidad grande,39,38.0,22.0,12.0,Posible bosque,,Semibosque,ok,VE23,VE2317
Zulia,Santa Rita,municipio,Zulia - Santa Rita,58912,Localidad mediana,28,27.0,14.0,9.0,Posible bosque,,Semibosque,ok,VE23,VE2318
Zulia,Sucre (Bobures),municipio,Zulia - Sucre (Bobures),60086,Localidad mediana,8,7.0,5.0,2.0,Desierto,,Desierto,ok,VE23,VE2320
Zulia,Valmore Rodríguez (Bachaquero),municipio,Zulia - Valmore Rodríguez (Bachaquero),52524,Localidad mediana,18,17.0,12.0,6.0,Semibosque,,Semibosque,ok,VE23,VE2321
